model,reportId,n_documents,spearman,kendall,accuracy,pair_correct,pair_total,spearman_comprehensiveness,kendall_comprehensiveness,accuracy_comprehensiveness,spearman_insight,kendall_insight,accuracy_insight,spearman_instruction_following,kendall_instruction_following,accuracy_instruction_following,spearman_readability,kendall_readability,accuracy_readability
mismatched_ensemble_rubric,2,16,0.49705882,0.35000000,0.67500000,81,120,0.54117647,0.40000000,0.70000000,0.27352941,0.20000000,0.60000000,0.00589973,-0.00843949,0.48333333,0.55000000,0.43333333,0.71666667
mismatched_ensemble_rubric,3,16,0.17941176,0.11666667,0.55833333,67,120,-0.26637240,-0.15899721,0.41666667,0.27520243,0.20920685,0.60000000,0.06963154,0.06839856,0.50833333,0.57395159,0.42678198,0.70833333
mismatched_ensemble_rubric,4,16,0.57647059,0.41666667,0.70833333,85,120,0.52058824,0.36666667,0.68333333,0.48123633,0.32636269,0.65833333,0.00921095,-0.00917470,0.40833333,0.45213598,0.30253169,0.64166667
mismatched_ensemble_rubric,5,16,-0.16764706,-0.11666667,0.44166667,53,120,0.34878597,0.24267995,0.61666667,-0.23347177,-0.13926212,0.39166667,-0.53982536,-0.36289827,0.30833333,-0.24117647,-0.20000000,0.40000000
mismatched_ensemble_rubric,6,16,0.30294118,0.16666667,0.58333333,70,120,0.42647059,0.28333333,0.64166667,0.21176471,0.08333333,0.54166667,-0.37933838,-0.23732223,0.36666667,0.39411765,0.30000000,0.65000000
mismatched_ensemble_rubric,7,16,0.29411765,0.18333333,0.59166667,71,120,-0.05301920,-0.08403658,0.45000000,0.18808065,0.13926212,0.52500000,0.18114871,0.15596987,0.48333333,0.65195014,0.49372817,0.74166667
mismatched_ensemble_rubric,16,16,0.58529412,0.40000000,0.70000000,84,120,0.49889638,0.25941650,0.62500000,0.26215051,0.18488048,0.58333333,-0.67840559,-0.49490154,0.16666667,0.53529412,0.38333333,0.69166667
mismatched_ensemble_rubric,17,16,0.60294118,0.46666667,0.73333333,88,120,0.39705067,0.25427381,0.60833333,0.36421967,0.31333978,0.60833333,0.03985267,0.01695159,0.49166667,0.44002955,0.30962614,0.65000000
mismatched_ensemble_rubric,18,16,0.29411765,0.21666667,0.60833333,73,120,0.15746877,0.12552411,0.55833333,0.35882353,0.25000000,0.62500000,0.05899731,-0.00843949,0.48333333,0.40912447,0.25941650,0.62500000
mismatched_ensemble_all,1,16,0.62941176,0.46666667,0.73333333,88,120,0.35294118,0.26666667,0.63333333,0.68529412,0.56666667,0.78333333,-0.02077234,-0.03450328,0.45000000,0.56470588,0.36666667,0.68333333
mismatched_ensemble_all,2,16,0.61470588,0.45000000,0.72500000,87,120,0.69411765,0.53333333,0.76666667,0.52941176,0.41666667,0.70833333,0.42773047,0.27850333,0.62500000,0.67058824,0.56666667,0.78333333
mismatched_ensemble_all,3,16,0.37058824,0.20000000,0.60000000,72,120,0.02060339,0.09205101,0.54166667,0.65195014,0.51046472,0.75000000,0.06370545,0.06839856,0.50833333,0.64459179,0.49372817,0.74166667
mismatched_ensemble_all,4,16,0.64411765,0.45000000,0.72500000,87,120,0.37647059,0.26666667,0.63333333,0.81236225,0.66109365,0.82500000,0.67239947,0.52295779,0.65000000,0.52430101,0.36976095,0.67500000
mismatched_ensemble_all,5,16,0.01470588,-0.03333333,0.48333333,58,120,0.21633560,0.14226066,0.56666667,0.08030239,0.03481553,0.47500000,,,0.02500000,0.27941176,0.20000000,0.60000000
mismatched_ensemble_all,6,16,0.60588235,0.40000000,0.70000000,84,120,0.29705882,0.23333333,0.61666667,0.54411765,0.40000000,0.70000000,0.13829092,0.03478392,0.47500000,0.62941176,0.50000000,0.75000000
mismatched_ensemble_all,7,16,0.58529412,0.36666667,0.68333333,82,120,0.48748212,0.36976095,0.67500000,0.48363596,0.34815531,0.62500000,0.62941502,0.44956020,0.61666667,0.66813852,0.47699162,0.73333333
mismatched_ensemble_all,16,16,0.57352941,0.41666667,0.70833333,85,120,0.44002955,0.32636269,0.65833333,0.50073692,0.31933901,0.65000000,-0.35469151,-0.24745077,0.27500000,0.56470588,0.40000000,0.70000000
mismatched_ensemble_all,17,16,0.91176471,0.78333333,0.89166667,107,120,0.60959825,0.47464445,0.71666667,0.80008912,0.60927180,0.75000000,0.70701588,0.49159604,0.72500000,0.81236225,0.62762056,0.80833333
mismatched_ensemble_all,18,16,0.38529412,0.28333333,0.64166667,77,120,0.43119953,0.30962614,0.65000000,0.43823529,0.31666667,0.65833333,0.09734556,0.05907646,0.51666667,0.53863149,0.34309924,0.66666667
